id,Team,Runner,Yards,RunTime,Mintime,Maxtime,Avg,Nationality,Gen,Age,Comments,Yard1,Yard2,Yard3,Yard4,Yard5,Yard6,Yard7,Yard8,Yard9,Yard10,Yard11,Yard12,Yard13,Yard14,Yard15,Yard16,Yard17,Yard18,Yard19,Yard20,Yard21,Yard22,Yard23,Yard24,Yard25,Yard26,Yard27,Yard28,Yard29,Yard30,Yard31,Yard32,Yard33,Yard34,Yard35,Yard36,Yard37,Yard38,Yard39,Yard40,Yard41,Yard42,Yard43,Yard44,Yard45,Yard46,Yard47,Yard48,Yard49,Yard50,Yard51,Yard52,Yard53,Yard54,Yard55,Yard56,Yard57,Yard58,Yard59,Yard60,Yard61,Yard62,Yard63,Yard64,Yard65,Yard66,Yard67,Yard68,Yard69,Yard70,Yard71,Yard72,Yard73,Yard74,Yard75,Yard76,Yard77,Yard78,Yard79,Yard80,Yard81,Yard82,Yard83,Yard84,Yard85,Yard86,Yard87,Yard88,Yard89,Yard90,Yard91,Yard92,Yard93,Yard94,Yard95,Yard96
264,Russia,Aleksandr Rankovskiy,15,12:25:22,44:40,56:40,49:41,Russia,M,,15 laps in MBU-2019,45:32,44:40,44:59,47:50,48:00,47:33,55:21,50:35,50:33,51:25,49:36,47:25,53:12,52:01,56:40,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Japan,Shu SASANO,15,12:55:23,50:09,53:10,51:42,Japan,M,45,Last Samurai Standing 17yards,53:10,53:10,51:24,52:04,51:48,52:32,52:49,50:49,50:30,50:09,50:45,51:45,51:35,50:25,52:28,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Belarus,Aliaksei Shvants,14,10:46:27,39:18,52:34,46:11,Belarus,M,29,,42:51,42:48,39:18,42:25,43:24,43:17,45:27,48:15,47:31,48:02,47:36,51:11,52:34,51:48,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,Germany,Anke Warlich,14,10:54:30,40:05,52:01,46:45,Germany,F,40,"AUTV Eufaria, female winner: wibolt 320k, jurasteig 239k, andorra 233k",40:05,40:23,42:14,41:13,51:41,48:56,46:09,48:07,49:08,47:33,48:32,49:50,48:38,52:01,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,Australia,Kris Ryan,14,10:59:55,43:34,56:10,47:08,Australia,F,42,,46:02,46:09,47:32,45:39,46:49,56:10,45:58,43:34,44:39,44:39,45:57,46:27,49:13,51:07,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,Russia,Mikhail Mironenko,14,11:47:45,45:35,55:40,50:33,Russia,M,,"Utra runner, Fuji 100 miles finisher",45:38,45:55,45:35,48:00,46:20,49:15,48:13,54:17,53:31,51:26,53:48,54:45,55:40,55:22,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,Ireland,Didier Da Costa,14,11:57:13,47:30,56:12,51:14,Irish,M,,,47:30,48:15,49:26,48:40,49:41,51:58,49:26,50:27,49:40,51:06,54:02,55:09,55:41,56:12,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Sweden,Andre Rangelind,13,9:50:32,43:37,52:07,45:26,Sweden,M,29,Best perf 25 yards,44:12,44:15,43:37,44:23,44:39,44:32,44:26,44:27,44:03,44:25,46:46,48:40,52:07,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,Russia,Natalia Porotikova,13,10:15:52,43:10,56:00,47:22,Russia,F,,"Ultrarunner. 24h - 236,835km ",45:37,44:14,43:10,46:48,45:19,45:47,46:45,56:00,47:45,47:00,46:28,48:56,52:03,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,India,PEEYUSH MANJREKAR,13,10:23:35,42:46,53:05,47:58,Indian,M,35,DECAN ULTRA 80K ,42:46,46:09,45:58,45:05,44:59,45:13,47:09,48:57,51:29,50:08,52:10,50:27,53:05,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,United Kingdom,Kat McKeown,13,11:26:50,48:36,59:59,52:50,Northern Ireland,F,,,48:36,50:58,50:33,50:26,50:17,53:24,52:24,52:46,51:57,54:20,55:16,55:54,59:59,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,India,AMRITESH MODI,12,9:37:50,39:27,53:07,48:09,Indian,M,36,80K 12 HOURS ,39:27,44:30,46:25,47:01,49:02,48:20,47:00,48:27,50:11,51:24,53:07,52:56,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,India,VISHNU KAMALIYA,12,9:39:56,39:21,58:02,48:20,Indian,M,25,DECCAN ULTRA 80K ,39:21,42:56,46:23,45:33,49:02,48:18,47:02,48:28,50:18,51:25,53:08,58:02,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,Russia,Alena Shevchuk,12,9:49:52,44:28,59:00,49:09,Russia,F,,Ultrarunner. 6times100miles finisher ,45:30,44:28,45:33,46:45,46:24,47:00,47:02,50:15,49:30,52:25,56:00,59:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,Mexico,Jose Rascon,12,9:50:22,40:30,53:18,49:12,,M,,Porochi,40:30,46:40,50:30,48:19,49:45,48:07,47:19,50:05,50:08,53:17,53:18,52:24,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Russia,Andrey Vasilenko,12,10:10:23,45:31,56:30,50:52,Ukraine,M,,MBU-2019 winner (23 laps),45:31,49:40,49:01,51:20,48:20,47:37,49:09,56:00,47:50,54:45,56:30,54:40,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Ukraine,Oleksandr Bendas ,12,10:40:34,52:21,58:05,53:23,Ukraine,M,43,WINER 34 loops;,53:23,52:21,53:21,53:37,52:43,53:22,53:02,53:06,52:31,52:30,52:33,58:05,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,Denmark,Morten Olesen,11,8:22:18,40:00,51:00,45:40,Danish,M,47,100 miles ,46:01,47:00,46:00,46:00,40:00,47:00,45:00,43:25,45:17,45:35,51:00,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,Belarus,Andrey Berezouski,11,8:38:19,42:43,52:27,47:07,Belarus,M,46,,42:43,43:15,46:25,49:17,47:21,47:21,45:24,48:20,47:45,48:01,52:27,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,Belarus,Anton Skuratovich,11,9:01:19,47:34,51:25,49:13,Belarus,M,34,,47:52,48:36,47:34,49:06,48:43,48:57,47:48,50:15,50:12,50:51,51:25,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,Singapore,Alvin Png,11,9:05:38,44:07,55:45,49:36,SINGAPOREAN,M,37,"2017 MSIG Singapore 50km National champion.
2017 MR25 Ultramarathon 2nd
2018 Cameron Ultra 101km 7th
2018 Force of Nature 64km Duo Champion
2019 Craze Ultra 100km 2nd",53:00,50:00,50:30,49:45,49:15,49:19,44:07,46:42,45:15,52:00,55:45,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Mexico,Teresa Sanchez,11,9:09:48,40:29,57:42,49:59,Tarahumara Mexican,F,,,40:29,46:39,50:29,48:19,49:45,48:06,48:25,54:00,57:42,52:37,53:17,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,Belgium,Lamotte Christophe,11,9:13:22,49:08,51:36,50:18,BE,M,36,,49:08,50:23,49:52,50:24,50:56,50:37,50:28,50:37,50:01,49:20,51:36,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,Switzerland,Marco Stolba,11,9:33:27,49:08,54:24,52:08,Switzerland ,M,39,"best: 17, 1x BY, Swiss Trail Tour",49:08,54:24,51:45,51:54,53:30,54:24,51:59,50:00,51:05,51:48,53:30,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,United Kingdom,Coleen Thompson,11,9:36:09,48:48,57:42,52:23,Northern Ireland,F,,,48:48,51:29,50:50,51:13,51:32,53:54,51:52,52:38,52:53,53:18,57:42,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,Russia,Yuliya Karlina,10,7:54:54,44:15,55:50,47:29,Russia,F,,Ultrarunner/trailrunner,45:39,44:15,44:59,47:50,46:22,46:26,47:12,48:15,48:06,55:50,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,Mexico,Maria Modesta Ayala,10,8:24:15,42:39,57:40,50:26,Tarahumara Mexican,F,,,42:39,48:50,52:13,48:25,49:53,52:02,48:54,47:12,57:40,56:27,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,Belarus,Denis Ivanov,9,6:58:02,42:31,50:18,46:27,Russia,M,29,,42:31,42:38,46:33,49:44,45:09,46:39,45:55,48:35,50:18,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,Belarus,Alexey Alexeev,9,7:15:25,46:07,50:26,48:23,Russia,M,40,,47:38,46:50,46:46,49:54,48:39,48:53,46:07,50:26,50:12,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,Mexico,Carlos Concheno Tapadera,9,7:21:28,43:00,52:42,49:03,Tarahumara Mexican,M,,Porochi,43:00,50:07,52:22,48:26,48:51,47:31,48:24,50:05,52:42,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,United States,David Johnston,9,8:29:18,55:01,58:47,56:35,USA,M,50,best perf 43 yards,55:01,56:56,56:50,56:13,57:15,55:57,56:18,56:01,58:47,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,Belarus,Anton Khramau,8,6:10:54,43:49,47:21,46:22,Belarus,M,29,,47:14,46:50,46:46,46:09,47:21,47:21,45:24,43:49,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,Belarus,Yuri Gerasimuk,8,6:28:20,44:53,54:48,48:33,Belarus,M,28,,47:44,49:53,44:53,46:03,48:52,46:40,49:27,54:48,RTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,Belarus,Aliaksandr Bendzer,7,5:09:29,42:53,47:37,44:13,Belarus,M,28,,43:25,42:53,43:36,47:37,43:55,42:53,45:10,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,Singapore,Winnie Ong,6,5:04:14,50:00,53:37,50:42,SINGAPOREAN,F,37,"Craze Ultra Singapore 2015 - 100km, First Female 
Craze Ultra Singapore 2017 - 100miles, Finisher 
HK100 2018 - 100km, Bronze Finisher 
Tarawera Ultra Marathon 2019 - 100km, Finisher 
The North Face Hong Kong 100 2019 - 50km, Finisher",50:00,50:00,50:00,50:03,50:34,53:37,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,Belarus,Sviatlana Pukhaeva,5,4:07:18,45:00,54:15,49:28,Belarus,F,40,,45:00,48:32,48:24,51:07,54:15,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,Belarus,Ekaterina Strakovich,5,4:31:33,50:54,58:25,54:19,Belarus,F,29,,50:54,52:38,52:48,56:48,58:25,Over,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
